timestamp,temperature_peltier_C,temperature_top_out_C,temperature_bottom_middle_C,temperature_bottom_out_C,interface_mm,filtered_interface_mm,growth_rate_mm_min,motor_position_mm,motor2_speed_steps_s,interface_source,motor_status,took_sample,took_picture
2026-05-12T11:41:49.419647,9.095738974179422,9.230408164087333,21.034843637449473,9.028406394443966,5.00683257918552,1.135943350389026,0.0,0.0,200,detected,running,False,False
2026-05-12T11:41:50.419899,9.12940576783638,9.264076301297386,21.034843637449473,9.062072516385205,5.0057883484767505,1.8548822833512832,-3.5999999999999996,-0.06,200,detected,running,False,False
2026-05-12T11:41:51.420080,9.163072897366968,9.29774477442087,21.068629961983106,9.095738974179422,5.005925663716814,1.8443936079211807,-3.5999999999999996,-0.12,200,detected,running,False,False
2026-05-12T11:41:52.420296,9.163072897366968,9.29774477442087,21.068629961983106,9.095738974179422,5.006043025921354,1.7299066748320766,-3.5999999999999996,-0.18,200,detected,running,False,False
2026-05-12T11:41:53.420423,9.163072897366968,9.29774477442087,21.10241662597997,9.095738974179422,5.005974729241878,1.611154486020871,-3.5999999999999996,-0.24,200,detected,running,False,False
2026-05-12T11:41:54.420561,9.163072897366968,9.29774477442087,21.10241662597997,9.12940576783638,5.006114570361146,1.5017457856422287,-3.600000000000003,-0.3,200,detected,running,False,False
2026-05-12T11:41:55.420744,9.163072897366968,9.29774477442087,21.10241662597997,9.12940576783638,5.0059853377552805,1.4014210560174738,-3.600000000000003,-0.36,200,detected,running,False,False
2026-05-12T11:41:56.420890,9.196740362780574,9.29774477442087,21.068629961983106,9.12940576783638,5.006131923283743,1.3083631662786845,-3.600000000000003,-0.42,200,detected,running,False,False
2026-05-12T11:41:57.421094,9.196740362780574,9.365082728447556,21.068629961983106,9.12940576783638,5.0062554269175115,1.2208111855568071,-3.600000000000003,-0.48,200,detected,running,False,False
2026-05-12T11:41:58.421239,9.196740362780574,9.398752209371409,21.136203629450577,9.163072897366968,5.006169376451671,1.1372853171897748,-3.600000000000003,-0.54,200,detected,running,False,False
2026-05-12T11:41:59.421397,9.230408164087333,9.398752209371409,21.136203629450577,9.163072897366968,5.00603600360036,1.0568359154701708,-3.59999999999999,-0.6,200,detected,running,False,False
2026-05-12T11:42:00.421541,9.230408164087333,9.398752209371409,21.136203629450577,9.163072897366968,5.006056787932565,0.9786526607388244,-3.600000000000003,-0.66,200,detected,running,False,False
2026-05-12T11:42:01.421695,9.230408164087333,9.432422026248494,21.10241662597997,9.163072897366968,5.005669698591047,0.9022240495874265,-3.59999999999999,-0.72,200,detected,running,False,False
2026-05-12T11:42:02.421877,9.264076301297386,9.466092179089324,21.136203629450577,9.196740362780574,5.006321965529887,0.8272752643456216,-3.600000000000003,-0.78,200,detected,running,False,False
2026-05-12T11:42:03.422066,9.264076301297386,9.499762667903664,21.136203629450577,9.196740362780574,5.005904092302145,0.7533423971067177,-3.600000000000003,-0.84,200,detected,running,False,False
2026-05-12T11:42:04.422325,9.264076301297386,9.499762667903664,21.136203629450577,9.196740362780574,5.006085137347644,0.6803104301530811,-3.600000000000003,-0.9,200,detected,running,False,False
2026-05-12T11:42:05.422562,9.264076301297386,9.533433492701647,21.136203629450577,9.230408164087333,5.0060414394765544,0.6080031499385394,-3.600000000000003,-0.96,200,detected,running,False,False
2026-05-12T11:42:06.422806,9.29774477442087,9.567104653493791,21.136203629450577,9.230408164087333,5.006040375420577,0.5363670269778393,-3.600000000000003,-1.02,200,detected,running,False,False
2026-05-12T11:42:07.422968,9.29774477442087,9.533433492701647,21.169990972405067,9.264076301297386,5.005796061108043,0.465358241147078,-3.600000000000003,-1.08,200,detected,running,False,False
2026-05-12T11:42:08.423137,9.29774477442087,9.533433492701647,21.169990972405067,9.264076301297386,5.006004265908283,0.3949700916390628,-3.600000000000003,-1.14,200,detected,running,False,False
2026-05-12T11:42:09.428239,9.331413583467171,9.600776150289482,21.169990972405067,9.264076301297386,5.005762292182526,0.32516161610014693,-3.600000000000003,-1.2,200,detected,running,False,False
2026-05-12T11:42:10.428349,9.331413583467171,9.600776150289482,21.169990972405067,9.264076301297386,5.005918811163465,0.2560184178483631,-3.600000000000003,-1.26,200,detected,running,False,False
2026-05-12T11:42:11.428459,9.331413583467171,9.668120151932806,21.136203629450577,9.264076301297386,5.005847427132062,0.1875468914614138,-3.600000000000003,-1.32,200,detected,running,False,False
2026-05-12T11:42:12.428568,9.331413583467171,9.668120151932806,21.136203629450577,9.264076301297386,5.006075926263917,0.11977299466030189,-3.600000000000003,-1.38,200,detected,running,False,False
2026-05-12T11:42:13.428870,9.331413583467171,9.668120151932806,21.2037786548532,9.29774477442087,5.005921313842267,0.05267223725803172,-3.600000000000003,-1.44,200,detected,running,False,False
2026-05-12T11:42:14.429350,9.365082728447556,9.634447983099232,21.169990972405067,9.264076301297386,5.005842736248237,-0.013652830127084403,-3.600000000000003,-1.5,200,detected,running,False,False
2026-05-12T11:42:15.429496,9.365082728447556,9.668120151932806,21.169990972405067,9.331413583467171,5.005585679527285,-0.0793571174091201,-3.600000000000003,-1.56,200,detected,running,False,False
2026-05-12T11:42:16.430639,9.365082728447556,9.668120151932806,21.169990972405067,9.331413583467171,5.0061503013115916,-0.14431336001018868,-3.600000000000003,-1.62,200,detected,running,False,False
2026-05-12T11:42:17.430746,9.398752209371409,9.701792656800338,21.169990972405067,9.29774477442087,5.005921375921376,-0.20861300939449912,-3.5999999999999766,-1.68,200,detected,running,False,False
2026-05-12T11:42:18.434218,9.432422026248494,9.769138674677837,21.2037786548532,9.331413583467171,5.005867198838898,-0.2723440790939624,-3.600000000000003,-1.74,200,detected,running,False,False
2026-05-12T11:42:19.436184,9.398752209371409,9.735465497712346,21.169990972405067,9.331413583467171,5.005979989279972,-0.33547269781723266,-3.600000000000003,-1.8,200,detected,running,False,False
2026-05-12T11:42:20.439782,9.398752209371409,9.735465497712346,21.169990972405067,9.331413583467171,5.005748534896111,-0.3981003450728777,-3.600000000000003,-1.86,20000,detected,running,False,False
2026-05-12T11:42:21.442236,9.432422026248494,9.735465497712346,21.169990972405067,9.331413583467171,5.0060164491328445,-0.46024657658649426,-3.5999999999999766,-1.92,20000,detected,running,False,False
2026-05-12T11:42:22.444216,9.432422026248494,9.769138674677837,21.2037786548532,9.331413583467171,5.005332252836305,-0.5219586906971467,-3.600000000000003,-1.98,20000,detected,running,False,False
