timestamp,temperature_peltier_C,temperature_top_out_C,temperature_bottom_middle_C,temperature_bottom_out_C,interface_mm,filtered_interface_mm,growth_rate_mm_min,motor_position_mm,motor2_speed_steps_s,interface_source,motor_status,took_sample,took_picture
2026-05-04T12:01:14.338409,0.32015963414776366,20.49430860357545,20.49430860357545,20.764565260632285,5.0384283819628655,1.143228386054591,0.0,0.03,200,detected,running,False,False
2026-05-04T12:01:15.338944,0.3537391071357482,20.49430860357545,20.561870731898534,20.764565260632285,5.047450753186559,1.8732182359222,-3.5999999999999996,-0.06,200,detected,running,False,False
2026-05-04T12:01:16.339635,0.3537391071357482,20.49430860357545,20.561870731898534,20.764565260632285,5.038967803030303,1.8625040234860273,-3.5999999999999996,-0.12,200,detected,running,False,False
2026-05-04T12:01:17.339864,0.38731891339039615,20.49430860357545,20.528089498087418,20.798348869827667,5.030149558123726,1.7409340534681514,-3.5999999999999996,-0.18,20000,detected,running,False,False
2026-05-04T12:01:18.340038,0.4544795257394834,20.49430860357545,20.561870731898534,20.764565260632285,5.006915339480302,1.6089967389640676,-3.5999999999999996,-0.24,20000,detected,running,False,False
2026-05-04T12:01:19.340222,0.48806033185269676,20.528089498087418,20.629434217461007,20.764565260632285,5.010188976377953,1.4906412175772288,-3.600000000000003,-0.3,20000,detected,running,False,False
2026-05-04T12:01:20.340360,0.48806033185269676,20.528089498087418,20.629434217461007,20.764565260632285,4.992830802603037,1.3768146369363135,-3.600000000000003,-0.36,20000,detected,running,False,False
2026-05-04T12:01:21.340488,0.5552229440075283,20.561870731898534,20.561870731898534,20.629434217461007,4.98072569602921,1.2713404361058749,-3.600000000000003,-0.42,20000,detected,running,False,False
2026-05-04T12:01:22.340643,0.6223868894670685,20.42674783241027,20.561870731898534,20.528089498087418,4.963678797468354,1.1881735694092685,-3.600000000000003,-0.465,20000,fallback_last_detected,fallback,False,False
2026-05-04T12:01:23.340812,0.6895521683094179,20.392967955736413,20.595652305019684,20.392967955736413,4.79,0.7112179737902244,-1.799999999999995,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:24.341074,0.6895521683094179,20.392967955736413,20.595652305019684,20.392967955736413,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:25.341209,0.8238867264617022,20.257851841525905,20.629434217461007,20.257851841525905,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:26.341352,0.8910560059300905,20.22407366104401,20.629434217461007,20.190295819769265,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:27.341563,1.0253985660501201,20.12274115480219,20.66321646923264,20.088964331089574,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:28.341697,1.0253985660501201,20.12274115480219,20.66321646923264,20.088964331089574,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:29.341831,1.0925718468602146,20.055187846543188,20.73078199080814,20.088964331089574,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:30.341954,1.2605108850434268,20.021411701154015,20.696999060345096,20.021411701154015,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:31.342074,1.3276888349894205,19.98763589491079,20.696999060345096,19.88631051095769,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:32.342266,1.4284582615903083,19.85253606119801,20.73078199080814,19.920085299823143,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:33.345104,1.4284582615903083,19.85253606119801,20.73078199080814,19.920085299823143,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:34.353786,1.5628221672829539,19.88631051095769,20.73078199080814,19.88631051095769,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:35.354195,1.6971914109592918,19.81876195053321,20.73078199080814,19.88631051095769,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:36.357909,1.7979718471509358,19.81876195053321,20.696999060345096,19.81876195053321,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:37.361016,1.7979718471509358,19.81876195053321,20.696999060345096,19.81876195053321,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:38.363593,1.8987552865844748,19.784988178954286,20.73078199080814,19.751214746449595,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:39.365854,2.0331378780027363,19.751214746449595,20.764565260632285,19.751214746449595,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:40.366402,2.1003311762511148,19.71744165300975,20.73078199080814,19.683668898624234,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:41.369117,2.1003311762511148,19.71744165300975,20.73078199080814,19.683668898624234,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:42.369519,2.2347217782247535,19.649896483283285,20.764565260632285,19.61612440697602,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:43.374709,2.335518234809983,19.649896483283285,20.832132818404425,19.61612440697602,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:44.375218,2.4363176960695685,19.582352669692675,20.798348869827667,19.61612440697602,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:45.377068,2.4363176960695685,19.582352669692675,20.798348869827667,19.61612440697602,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:46.378034,2.537120162272355,19.61612440697602,20.73078199080814,19.582352669692675,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:47.378272,2.6715281253634227,19.514810212156803,20.764565260632285,19.582352669692675,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:48.385187,2.7051309509919506,19.447269110593822,20.764565260632285,19.481039491883628,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:49.388953,2.7051309509919506,19.447269110593822,20.764565260632285,19.481039491883628,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:50.389858,2.805941431690415,19.447269110593822,20.798348869827667,19.447269110593822,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:51.390494,2.9067549183177186,19.3797293649215,20.764565260632285,19.481039491883628,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:52.392407,3.0075714111430814,19.3797293649215,20.764565260632285,19.481039491883628,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:53.397630,3.0075714111430814,19.3797293649215,20.764565260632285,19.481039491883628,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:54.423042,3.108390910434597,19.41349906827649,20.798348869827667,19.447269110593822,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:55.428234,3.1756055803545435,19.31219097505873,20.798348869827667,19.3797293649215,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:56.435381,3.276430091021873,19.34596000051908,20.73078199080814,19.3797293649215,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:57.440573,3.276430091021873,19.34596000051908,20.73078199080814,19.3797293649215,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:58.446144,3.3436481021078484,19.31219097505873,20.798348869827667,19.34596000051908,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:01:59.446270,3.4444776248982,19.210885932229044,20.798348869827667,19.31219097505873,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
2026-05-04T12:02:00.446395,3.545310155320949,19.210885932229044,20.798348869827667,19.278422288530678,4.79,0.7112179737902244,0.0,-0.48,20000,fallback_center,fallback,False,False
