timestamp,temperature_peltier_C,temperature_top_out_C,temperature_bottom_middle_C,temperature_bottom_out_C,interface_mm,filtered_interface_mm,growth_rate_mm_min,motor_position_mm,motor2_speed_steps_s,interface_source,motor_status,took_sample,took_picture
2026-05-12T15:05:04.786868,7.951267762589142,9.80281218770808,19.784988178954286,10.375313336792312,4.79,0.0,0.0,0.03,200,fallback_center,fallback,False,False
2026-05-12T15:05:05.787052,7.951267762589142,9.80281218770808,19.81876195053321,10.375313336792312,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:06.787269,7.984923142538744,9.80281218770808,19.81876195053321,10.375313336792312,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:07.787457,7.984923142538744,9.80281218770808,19.81876195053321,10.375313336792312,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:08.787582,7.984923142538744,9.80281218770808,19.81876195053321,10.375313336792312,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:09.788048,8.018578858019536,9.80281218770808,19.81876195053321,10.375313336792312,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:10.788186,8.018578858019536,9.80281218770808,19.85253606119801,10.408992900698744,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:11.788312,8.018578858019536,9.80281218770808,19.85253606119801,10.408992900698744,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:12.788434,8.085891295616374,9.83648603681246,19.85253606119801,10.408992900698744,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:13.788852,8.052234909042035,9.83648603681246,19.85253606119801,10.307955217705002,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:14.789023,8.052234909042035,9.83648603681246,19.81876195053321,10.240598443518765,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:15.789210,8.052234909042035,9.83648603681246,19.81876195053321,10.240598443518765,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:16.789383,8.085891295616374,9.735465497712346,19.784988178954286,10.206920560738487,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:17.789570,8.119548017752319,9.735465497712346,19.85253606119801,10.139565803752914,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:18.789698,8.153205075460008,9.701792656800338,19.85253606119801,10.139565803752914,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:19.789819,8.153205075460008,9.701792656800338,19.85253606119801,10.139565803752914,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:20.789965,8.186862468749576,9.668120151932806,19.920085299823143,10.072212391466783,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:21.790109,8.220520197631163,9.701792656800338,19.920085299823143,10.139565803752914,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:22.790219,8.186862468749576,9.735465497712346,19.85253606119801,10.105888929527346,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:23.790333,8.186862468749576,9.735465497712346,19.85253606119801,10.105888929527346,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:24.798468,8.220520197631163,9.668120151932806,19.88631051095769,10.105888929527346,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:25.798585,8.254178262114158,9.668120151932806,19.88631051095769,10.139565803752914,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:26.799434,8.287836662209447,9.634447983099232,19.920085299823143,10.072212391466783,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:27.802153,8.287836662209447,9.634447983099232,19.920085299823143,10.072212391466783,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:28.802279,8.321495397926792,9.634447983099232,19.88631051095769,10.105888929527346,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:29.802556,8.321495397926792,9.668120151932806,19.88631051095769,10.004860323799736,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:30.802663,8.321495397926792,9.668120151932806,19.85253606119801,10.038536189560707,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:31.805111,8.321495397926792,9.668120151932806,19.85253606119801,10.038536189560707,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:32.809645,8.355154469275583,9.668120151932806,19.920085299823143,10.038536189560707,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
2026-05-12T15:05:33.809795,8.355154469275583,9.668120151932806,19.88631051095769,10.038536189560707,4.79,0.03000000000000025,0.0,0.03,20000,fallback_center,fallback,False,False
